Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI,Bottom
21035,2.208395,6.099837,4.70E-02,4.498002,0.1734413,0.04702183
21037,2.195247,6.091394,0.0468787,4.389136,0.1862292,0.0468787
21039,2.184301,6.082951,4.67E-02,4.30492,0.1851252,0.04673558
21041,2.173355,6.087841,4.68E-02,4.377782,0.1840233,0.04679252
21043,2.175947,6.101892,4.70E-02,4.021774,0.1826941,0.04697289
21045,2.194521,6.027741,4.78E-02,3.977825,0.1849809,0.04779214
21047,2.207348,5.88099,4.86E-02,3.98573,0.1873112,0.04858191
21049,2.21923,5.85428,4.97E-02,4.021401,0.1903671,0.04970781
21051,2.223275,5.749236,5.16E-02,4.021912,0.1879942,0.05164603
21053,2.220602,5.668876,5.32E-02,4.079845,0.1856165,0.05324918
21055,2.216725,5.631809,5.40E-02,4.052805,0.1867418,0.05397949
21057,2.215395,5.647823,5.47E-02,4.058919,0.1881355,0.05470979
21059,2.214065,5.673217,0.0554401,4.072643,0.1895294,0.0554401
21061,2.18203,5.715994,5.54E-02,4.046488,0.1908042,0.05535812
21063,2.139657,5.751893,0.0553454,4.060881,0.1837371,0.0553454
21065,2.123382,5.776183,5.81E-02,4.052113,0.1817114,0.05807931
21067,2.109524,5.782975,6.31E-02,4.112238,0.1805616,0.06313583
21069,2.094823,5.693384,6.69E-02,4.146126,0.1779348,0.06686459
21071,2.079883,5.540795,6.92E-02,4.16388,0.1520588,0.06919609
21073,2.07831,5.523476,6.63E-02,4.179652,0.1518356,0.06626087
21075,2.076206,5.506157,0.0640151,4.212408,0.1516124,0.0640151
21077,2.072361,5.49944,5.87E-02,4.227713,0.1539605,0.05873944
21079,2.066612,5.500731,5.87E-02,4.226502,0.1588883,0.05868311
21081,2.053026,5.453526,5.50E-02,4.170269,0.1654015,0.05499475
21083,2.034457,5.353324,5.05E-02,4.144058,0.1745026,0.05047514
21085,2.021276,5.333495,4.80E-02,4.204208,0.1860998,0.04798147
21087,2.010421,5.301257,4.55E-02,4.107579,0.1862261,0.04548186
21089,1.998903,5.269806,4.30E-02,4.020916,0.1771087,0.04299865
21091,1.985901,5.261717,4.25E-02,4.140184,0.1774541,0.04245361
21093,1.972898,5.247368,4.20E-02,4.188035,0.1777251,0.04201408
21095,1.961629,5.244174,7.97E-02,4.226541,0.180086,0.07965251
21097,1.936689,5.250353,7.85E-02,4.246577,0.1904819,0.07851829
21099,1.892676,5.274886,4.15E-02,4.209913,0.1912043,0.04154482
21101,1.884815,5.312628,4.11E-02,4.090122,0.1836789,0.04111162
21103,1.858523,5.295194,4.06E-02,4.080959,0.1719853,0.04061532
21105,1.84105,5.28637,4.09E-02,4.045229,0.1780096,0.04091841
21107,1.83112,5.281504,4.13E-02,4.046811,0.1882388,0.04125523
21109,1.833469,5.273212,4.16E-02,4.088666,0.1928144,0.04161158
21111,1.83589,5.268859,4.20E-02,4.131071,0.1926509,0.04202802
21113,1.873432,5.408223,4.35E-02,4.215564,0.1927977,0.04347988
21115,1.939486,5.421196,4.56E-02,4.385901,0.1943091,0.04556404
21117,2.014937,5.478948,4.68E-02,4.381904,0.1913503,0.04683188
21119,2.055585,5.550981,4.78E-02,4.44824,0.1883927,0.04779581
21121,2.058458,5.597459,0.0482781,4.499555,0.1842292,0.0482781
21123,2.056081,5.506223,4.83E-02,4.523954,0.1798365,0.04827155
21125,2.065978,5.461443,4.82E-02,4.244939,0.1764183,0.04824005
21127,2.075826,5.342603,4.83E-02,4.236144,0.1730471,0.04832576
21129,2.08305,5.344308,4.89E-02,4.245533,0.1710984,0.04891272
21131,2.125565,5.348807,5.00E-02,4.359566,0.1691454,0.05002599
21133,2.164899,5.378411,5.14E-02,4.545857,0.1913214,0.05138464
21135,2.163461,5.390131,5.30E-02,4.569667,0.2014581,0.05298694
21137,2.162612,5.400745,5.46E-02,4.452804,0.2076755,0.05457842
21139,2.164927,5.404712,5.55E-02,4.397475,0.2124528,0.05545943
21141,2.171799,5.411501,5.71E-02,4.436599,0.2100951,0.05712223
21143,2.177643,5.417305,5.89E-02,4.484063,0.2077342,0.05885802
21145,2.182431,5.424556,5.94E-02,4.495455,0.2061353,0.05940948
21147,2.18722,5.773433,0.0605185,4.507346,0.2045364,0.0605185
21149,2.19682,5.836061,6.18E-02,4.523564,0.2067718,0.06176858
21151,2.211234,5.883345,6.32E-02,4.553943,0.2128416,0.06315972
21153,2.225647,5.909774,0.0645481,4.579885,0.2189113,0.0645481
21155,2.220088,5.930236,6.65E-02,4.598515,0.2289555,0.06650944
21157,2.211105,5.965326,6.91E-02,4.629723,0.2380637,0.06910861
21159,2.250943,6.029209,7.14E-02,4.652398,0.2587543,0.07137781
21161,2.318697,5.963392,7.28E-02,4.635919,0.2637604,0.07275615
21163,2.363701,5.939464,0.0738066,4.615569,0.2656282,0.0738066
21165,2.336036,5.963835,7.47E-02,4.629994,0.2624308,0.07468523
21167,2.360525,5.997336,7.70E-02,4.648852,0.2805699,0.07699221
21169,2.392991,6.062702,8.02E-02,4.64444,0.2837015,0.08022271
21171,2.406703,6.144823,0.0819729,4.660086,0.2852959,0.0819729
21173,2.441991,6.355111,8.37E-02,4.67491,0.282943,0.08370376
21175,2.494057,6.556572,0.0854442,4.688911,0.2793558,0.0854442
21177,2.546777,6.584558,8.73E-02,4.702078,0.275354,0.08727261
21179,2.635296,6.619304,8.92E-02,4.714706,0.274345,0.08920322
21181,2.732023,6.65529,9.12E-02,4.727041,0.2798842,0.09116536
21183,2.809715,6.653527,0.1058744,4.746187,0.2827877,0.1058744
21185,2.897705,6.652471,0.1175992,4.751471,0.2855619,0.1175992
21187,2.97085,6.652121,0.1173587,4.757952,0.2880071,0.1173587
21189,3.056227,6.657125,0.1171706,4.77527,0.2904468,0.1171706
21191,3.156813,6.706176,0.1176173,4.793687,0.2919941,0.1176173
21193,3.35463,6.744069,0.1179094,4.817078,0.2878419,0.1179094
21195,3.384758,6.755741,0.1170483,4.803094,0.2790714,0.1170483
21197,3.408948,6.774337,0.1161883,4.844068,0.272092,0.1161883
21199,3.435022,6.798488,0.1143705,4.882287,0.2686435,0.1143705
21201,3.501376,6.821146,0.1223148,4.812319,0.2700747,0.1223148
21203,3.529454,6.748193,0.1151965,4.853084,0.2682159,0.1151965
21205,3.54698,6.560037,0.109762,4.867359,0.2831853,0.109762
21207,3.563094,6.645277,0.1084745,4.885239,0.29333,0.1084745
21209,3.59108,6.777467,0.1076045,4.912376,0.2957076,0.1076045
21211,3.630939,6.835845,0.1071522,4.948773,0.2959814,0.1071522
21213,3.657608,6.87632,0.1061229,4.959393,0.2916727,0.1061229
21215,3.678755,6.880634,0.1050827,4.966237,0.2799372,0.1050827
21217,3.693524,6.882072,0.1040487,4.970936,0.2715496,0.1040487
21219,3.688291,6.88352,0.1051183,4.974196,0.2785607,0.1051183
21221,3.68619,6.769493,0.1127164,4.967552,0.2777438,0.1127164
21223,3.679748,6.751119,0.1162922,4.958928,0.2806394,0.1162922
21225,3.673813,6.727258,0.1056552,4.80009,0.2809934,0.1056552
21227,3.680629,6.723,0.1103725,4.754553,0.2818844,0.1103725
21229,3.684162,6.708295,0.1061574,4.703706,0.2791465,0.1061574
21231,3.676544,6.67906,0.101731,4.663823,0.2672296,0.101731
21233,3.677997,6.651753,9.75E-02,4.687853,0.2674265,0.09752742
21235,3.675255,6.616938,9.35E-02,4.728004,0.2681589,0.09346697
21237,3.701749,6.585243,9.12E-02,4.696371,0.2726786,0.09118532
21239,3.725147,6.571082,8.81E-02,4.7235,0.275241,0.08806217
21241,3.747652,6.556595,8.58E-02,4.821482,0.2669111,0.08583134
21243,3.76735,6.54233,0.0851735,4.875466,0.2568423,0.0851735
21245,3.76954,6.480587,8.10E-02,4.877625,0.2451335,0.08099969
21247,3.777276,6.424988,8.00E-02,4.847989,0.2337543,0.07997925
21249,3.818273,6.424019,7.72E-02,4.816113,0.2183233,0.07723963
21251,3.851464,6.432653,7.71E-02,4.808947,0.2043506,0.07714955
21253,3.875728,6.42604,7.71E-02,4.8024,0.2056975,0.07714099
21255,3.903743,6.424096,7.75E-02,4.796486,0.2100179,0.07752123
21257,3.955999,6.423242,7.88E-02,4.808795,0.2131979,0.07879288
21259,4.032497,6.423313,8.09E-02,4.839327,0.2122809,0.08094268
21261,4.061902,6.418028,8.19E-02,4.900379,0.211668,0.08189403
21263,4.094046,6.403904,8.16E-02,4.998228,0.2040579,0.08156072
21265,4.12945,6.371524,8.21E-02,4.896273,0.1973653,0.08210743
21267,4.195523,6.37132,8.72E-02,4.800895,0.206752,0.08721031
21269,4.238685,6.366537,9.07E-02,4.806177,0.2166058,0.09072765
21271,4.259642,6.338745,9.23E-02,4.863379,0.213953,0.09233469
21273,4.277178,6.306209,9.41E-02,4.902347,0.2102392,0.09405629
21275,4.295033,6.24022,9.49E-02,4.931646,0.2063902,0.09488367
21277,4.314617,6.164602,9.13E-02,4.842946,0.203968,0.09131414
21279,4.405519,6.093109,8.76E-02,4.722363,0.2446714,0.08755999
21281,4.461752,6.061506,0.1011658,4.713391,0.2431526,0.1011658
21283,4.608132,6.041553,0.1073141,4.781182,0.2421866,0.1073141
21285,4.69139,6.018786,0.108283,4.831855,0.2417352,0.108283
21287,4.752421,6.020428,0.1059459,4.865333,0.2417727,0.1059459
21289,4.794213,6.018356,0.1036634,4.879268,0.2418126,0.1036634
21291,4.831561,5.999495,0.1014227,4.893202,0.2510444,0.1014227
21293,4.896141,5.985594,9.84E-02,4.886129,0.2592801,0.09844916
21295,4.98622,5.952626,9.47E-02,4.801749,0.2674477,0.09471891
21297,5.033166,5.881032,9.09E-02,4.776802,0.2783224,0.09091448
21299,5.073835,5.958107,8.71E-02,4.768736,0.2783081,0.08711004
21301,5.111464,6.035765,8.33E-02,4.653604,0.2671215,0.08328234
21303,5.18574,6.005989,7.94E-02,4.719799,0.2795421,0.07942514
21305,5.242037,5.986404,7.69E-02,4.719124,0.2780305,0.07694099
21307,5.281631,5.968197,7.44E-02,4.695124,0.2453368,0.07435284
21309,5.288878,5.938634,7.18E-02,4.631457,0.2422269,0.07178448
21311,5.296113,5.920578,7.20E-02,4.536017,0.2391241,0.07204027
21313,5.268289,5.824987,7.22E-02,4.536479,0.2377934,0.07222276
21315,5.215252,5.802197,6.67E-02,4.770968,0.2399525,0.06668466
21317,5.176249,5.812091,6.63E-02,4.928862,0.2444618,0.06627814
21319,5.195162,5.828366,6.59E-02,4.840054,0.2536256,0.06587163
21321,5.244425,5.820857,6.55E-02,4.854078,0.2182352,0.06546512
21323,5.293868,5.818784,6.51E-02,4.9484,0.2145499,0.06505869
21325,5.343311,5.816711,6.47E-02,4.968665,0.2108647,0.06465226
21327,5.395338,5.812637,6.42E-02,4.964359,0.2080905,0.06424583
21329,5.448318,5.742799,6.21E-02,4.888721,0.2062178,0.06212359
21331,5.464337,5.674465,6.00E-02,4.812137,0.20326,0.06003218
21333,5.602263,5.635145,5.62E-02,4.848124,0.2034425,0.05623888
21335,5.716769,5.635436,3.26E-02,4.863237,0.2056921,0.03261159
21337,5.766497,5.633681,2.23E-02,4.8369,0.206762,0.02234316
21339,5.815598,5.650509,2.20E-02,4.864274,0.2087328,0.02198912
21341,5.883671,5.75479,2.19E-02,4.729082,0.205994,0.02194062
21343,5.950613,5.764092,2.22E-02,4.611483,0.2175369,0.02218408
21345,6.0196,5.789629,2.19E-02,4.650364,0.2293263,0.02190236
21347,6.08568,5.823122,2.21E-02,4.742359,0.2373112,0.02211171
21349,6.181051,5.858179,2.26E-02,4.868672,0.2450437,0.02256059
21351,6.270496,5.826368,2.28E-02,4.907656,0.2596383,0.02278137
21353,6.393253,5.827627,2.31E-02,4.937475,0.2584999,0.02310518
21355,6.544209,5.76588,2.32E-02,4.93588,0.226106,0.02321506
21357,6.62121,5.695399,2.31E-02,4.906329,0.2089228,0.02309984
21359,6.629941,5.687958,2.43E-02,4.701712,0.2039008,0.02429264
21361,6.641566,5.674573,2.50E-02,4.692575,0.2085124,0.02497904
21363,6.706873,5.656277,2.55E-02,4.696096,0.2076877,0.02554046
21365,6.832327,5.769437,2.77E-02,4.710298,0.2178665,0.02770136
21367,6.931398,5.940279,2.81E-02,4.723951,0.2319126,0.02814016
21369,6.932559,5.93309,2.90E-02,4.697976,0.230409,0.02899912
21371,6.954934,5.906359,2.97E-02,4.774642,0.2295086,0.02969393
21373,6.960414,5.899759,3.04E-02,4.881373,0.2286629,0.03035459
21375,6.949115,5.914019,3.10E-02,4.885699,0.2279097,0.03102914
21377,6.943485,5.920086,0.0320728,4.889379,0.2269401,0.0320728
21379,6.909735,5.906531,3.34E-02,4.865772,0.2258155,0.03344802
21381,6.872461,5.880303,3.34E-02,4.812953,0.2247523,0.03342363
21383,6.846585,5.856852,3.35E-02,4.895201,0.2238996,0.03347391
21385,6.802777,5.828629,3.23E-02,4.894061,0.2230468,0.03230504
21387,6.765297,5.802859,2.86E-02,4.888978,0.2227167,0.02857824
21389,6.715585,5.789759,2.49E-02,4.883484,0.2271654,0.02485144
21391,6.650665,5.72709,2.29E-02,4.877611,0.2318109,0.02293611
21393,6.482894,5.681198,2.28E-02,4.871358,0.2366531,0.02283227
21395,6.478057,5.731439,2.27E-02,4.853425,0.2473035,0.02272842
21397,6.470246,5.82991,2.26E-02,4.828646,0.2620847,0.02262458
21399,6.459992,5.928346,2.25E-02,4.838345,0.2512975,0.02252073
21401,6.407753,6.040687,2.24E-02,4.863701,0.2405985,0.02241689
21403,6.395454,6.1666,2.23E-02,4.862452,0.2311704,0.02231305
21405,6.399797,6.253913,0.0222092,4.857997,0.2231749,0.0222092
21407,6.405953,6.277689,2.21E-02,4.977271,0.2201259,0.02210535
21409,6.400418,6.216656,2.20E-02,4.919451,0.2203121,0.02200151
21411,6.421425,6.038621,2.19E-02,4.855587,0.2127816,0.02189767
21413,6.455622,5.710082,2.18E-02,4.728996,0.2087644,0.02179382
21415,6.49534,5.709123,2.17E-02,4.648272,0.2047472,0.02168998
21417,6.62832,5.742793,2.16E-02,4.713119,0.2007299,0.02158613
21419,6.794798,5.77173,2.15E-02,4.785211,0.1967127,0.02148602
21421,6.889867,5.788472,0.0213862,4.809541,0.1935159,0.0213862
21423,6.910446,5.797954,2.13E-02,4.793018,0.1920238,0.02128295
21425,6.928606,5.816031,0.0211802,4.792012,0.2042514,0.0211802
21427,6.94763,5.833712,2.11E-02,4.783336,0.2138599,0.02107795
21429,6.969938,5.850998,2.10E-02,4.774394,0.2167672,0.02097569
21431,6.992246,5.868262,2.09E-02,4.761152,0.2155554,0.02087344
21433,7.014554,5.885525,2.08E-02,4.74791,0.2143437,0.02077119
21435,7.048112,5.904702,2.07E-02,4.744092,0.2131319,0.02066894
21437,7.061016,5.91961,2.06E-02,4.714389,0.1976058,0.02058427
21439,7.078262,5.924874,2.05E-02,4.676903,0.1858276,0.02052247
21441,7.096401,5.928681,2.07E-02,4.643467,0.182276,0.02070632
21443,7.118239,5.927,2.08E-02,4.632593,0.1828264,0.02080545
21445,7.142292,5.910625,2.11E-02,4.621958,0.1836801,0.02105568
21447,7.124052,5.907344,2.23E-02,4.565382,0.1821369,0.02228628
21449,7.078094,5.911407,2.35E-02,4.577691,0.1782168,0.02351688
21451,7.062326,5.908449,2.47E-02,4.586735,0.1791868,0.02474748
21453,7.055542,5.897607,2.61E-02,4.596026,0.183767,0.02611254
21455,7.045063,5.8859,2.76E-02,4.609023,0.188086,0.02761205
21457,7.010563,5.832544,2.91E-02,4.61198,0.1901345,0.02911157
21459,6.952329,5.843268,3.14E-02,4.696005,0.1921825,0.03137084
21461,6.941694,5.972553,3.44E-02,4.869386,0.1765876,0.03435593
21463,6.938065,6.015655,3.59E-02,4.816421,0.1735883,0.03593935
21465,6.929101,6.055283,3.75E-02,4.799237,0.1754415,0.03750953
21467,6.887394,6.203012,3.90E-02,4.830123,0.1772386,0.03900499
21469,6.87287,6.155479,0.0424035,4.875802,0.1791566,0.0424035
21471,6.875415,6.118879,0.0562918,4.904259,0.1811021,0.0562918
21473,6.876243,6.080059,6.43E-02,4.902482,0.183034,0.06429092
21475,6.891958,6.033171,7.23E-02,4.839394,0.1849659,0.07229003
21477,6.939381,6.106578,8.03E-02,4.777247,0.1868979,0.08028914
21479,6.959772,6.053087,8.83E-02,4.709009,0.1950689,0.08828826
21481,7.019791,5.915978,5.70E-02,4.655193,0.1934877,0.05695907
21483,7.00179,5.878582,5.10E-02,4.601612,0.1786446,0.05096249
21485,7.059035,5.852982,4.78E-02,4.596083,0.1777777,0.04778964
21487,7.206696,6.028679,3.60E-02,4.669174,0.1923613,0.03595234
21489,7.360124,6.056133,3.38E-02,4.706821,0.2030682,0.03382609
21491,7.518035,6.079656,3.17E-02,4.740047,0.2024077,0.03169985
21493,7.756152,6.069843,0.0293239,4.73103,0.1999542,0.0293239
21495,7.898335,6.059736,2.67E-02,4.721745,0.1968357,0.02665893
21497,8.012518,6.059077,2.45E-02,4.727979,0.1923613,0.02445829
21499,8.081755,6.05248,2.24E-02,4.734501,0.1923613,0.02244286
21501,8.139649,6.051819,2.21E-02,4.762094,0.1940459,0.02206889
21503,8.146514,6.041898,2.52E-02,4.782321,0.2200692,0.02523744
21505,8.171666,6.07731,2.84E-02,4.900462,0.2333818,0.02843868
21507,8.225326,6.157313,3.06E-02,4.991482,0.268741,0.03059156
21509,8.343716,6.269348,3.88E-02,5.048991,0.2713531,0.03877655
21511,8.454048,6.276952,8.14E-02,5.063335,0.2731034,0.08137653
21513,8.556509,6.402517,0.1123127,5.077878,0.2748426,0.1123127
21515,8.678979,6.48414,0.1147492,5.135851,0.259326,0.1147492
21517,8.694783,6.515743,0.1107211,5.151305,0.2398812,0.1107211
21519,8.692363,6.460891,0.1033366,5.119587,0.2538072,0.1033366
21521,8.699284,6.445462,9.63E-02,5.121886,0.2515669,0.09633287
21523,8.680561,6.430027,8.94E-02,5.108956,0.2483757,0.08938873
21525,8.6666,6.417267,8.24E-02,5.098301,0.2380382,0.08236922
21527,8.654816,6.402681,7.52E-02,5.115219,0.2379588,0.07523857
21529,8.669127,6.420209,6.89E-02,5.136929,0.221123,0.06892005
21531,8.686657,6.468163,6.24E-02,5.149217,0.2042871,0.06242136
21533,8.544683,6.297852,5.16E-02,5.160265,0.1874108,0.05155564
21535,8.466933,6.252652,4.49E-02,5.171313,0.1769713,0.04490775
21537,8.453834,6.214083,4.25E-02,5.177235,0.1811878,0.04253337
21539,8.441157,6.174008,4.01E-02,5.178031,0.1854175,0.04007191
21541,8.40483,6.026071,4.85E-02,5.1754,0.1788805,0.04846479
21543,8.386162,5.969721,5.70E-02,5.169351,0.1697093,0.05699705
21545,8.381974,5.929697,6.37E-02,5.160818,0.1612608,0.06369792
21547,8.421105,5.874358,6.85E-02,5.051661,0.1500661,0.06845957
21549,8.394898,5.804011,6.60E-02,5.0575,0.1733925,0.06604504
21551,8.377861,5.788764,0.0634971,5.061085,0.2062801,0.0634971
21553,8.288774,5.745515,0.0610523,5.03448,0.220075,0.0610523
21555,8.166374,5.725203,5.87E-02,4.956388,0.2338699,0.05871057
21557,8.112218,5.736851,5.64E-02,4.902893,0.2364157,0.05640776
21559,8.085099,5.720413,5.40E-02,4.913379,0.2524282,0.05402605
21561,8.067975,5.708566,5.16E-02,4.861321,0.2448907,0.05156553
21563,8.014289,5.684844,4.91E-02,4.803738,0.2378454,0.04905214
21565,7.930625,5.61987,4.67E-02,4.72693,0.2267268,0.04667787
21567,7.861888,5.600989,4.71E-02,4.741892,0.2235504,0.04713115
21569,7.879604,5.585102,4.80E-02,4.776283,0.2219764,0.04796831
21571,7.897645,5.568794,4.88E-02,4.830686,0.2335119,0.04880532
21573,7.963972,5.553405,4.96E-02,4.885412,0.2353674,0.04964233
21575,8.078472,5.538848,5.05E-02,4.916147,0.2391946,0.05047934
21577,8.132386,5.444969,5.12E-02,4.939778,0.2341067,0.05118771
21579,8.168325,5.396726,5.16E-02,4.920216,0.2330518,0.05160826
21581,8.185301,5.419725,4.94E-02,4.880589,0.2288189,0.04936159
21583,8.204109,5.459609,4.42E-02,4.877111,0.2245221,0.04422658
21585,8.23546,5.495788,3.96E-02,4.870808,0.2201615,0.03963995
21587,8.280232,5.538017,3.87E-02,4.859682,0.2207647,0.03874302
21589,8.345306,5.580946,3.80E-02,4.848556,0.2251267,0.03801934
21591,8.47073,5.632008,3.75E-02,4.908016,0.2273692,0.03746012
21593,8.992505,5.771392,3.71E-02,4.948193,0.2274922,0.03706536
21595,9.041769,5.771383,0.0366706,4.942914,0.2275029,0.0366706
21597,9.081676,5.765143,3.63E-02,4.978268,0.2275135,0.03628812
21599,9.111695,5.75746,3.59E-02,4.939837,0.2275242,0.03591792
21601,9.128681,5.765899,3.55E-02,4.925272,0.2275349,0.03554771
21603,9.14539,5.786889,3.52E-02,4.914682,0.2275456,0.03517751
21605,9.16117,5.808344,3.48E-02,4.917769,0.2275564,0.03480731
21607,9.223454,5.855148,3.71E-02,4.903412,0.2275648,0.03707793
21609,9.297847,5.895107,4.04E-02,4.88985,0.2284658,0.04044572
21611,9.346113,5.930156,4.38E-02,4.961293,0.2302562,0.04381887
21613,9.46318,5.964478,4.81E-02,4.993241,0.2320465,0.04808838
21615,9.596587,5.998754,5.24E-02,5.027889,0.2333998,0.05236254
21617,9.652428,6.028224,5.64E-02,5.161175,0.2343141,0.05636822
21619,9.854527,6.074284,0.0591832,5.045071,0.2240715,0.0591832
21621,10.05326,6.174137,6.20E-02,4.974198,0.2197255,0.06204803
21623,10.22773,6.213364,6.51E-02,4.986347,0.2169584,0.06510344
21625,10.40958,6.25922,6.83E-02,4.996063,0.2141913,0.06834945
21627,10.56368,6.321737,6.89E-02,5.004265,0.2114358,0.06893273
21629,10.68256,6.379327,6.94E-02,5.020752,0.2086918,0.06941143
21631,10.78118,6.432378,7.10E-02,5.053729,0.2109501,0.07098697
21633,10.87771,6.471036,7.23E-02,5.129549,0.2189459,0.07225356
21635,10.96091,6.483433,0.0731639,5.219285,0.2215893,0.0731639
21637,11.06719,6.514802,7.41E-02,5.230314,0.2182992,0.07410469
21639,11.12831,6.540672,7.52E-02,5.200588,0.234661,0.07524689
21641,11.14772,6.555221,7.66E-02,5.200916,0.2367865,0.07656008
21643,11.16623,6.569568,7.79E-02,5.22861,0.2381778,0.07787327
21645,11.24826,6.612435,8.33E-02,5.269386,0.2410545,0.08332157
21647,11.39798,6.64733,9.07E-02,5.357182,0.2526716,0.09073815
21649,11.53392,6.661601,9.78E-02,5.380711,0.2601072,0.09781113
21651,11.64828,6.672208,0.1068237,5.406192,0.2668839,0.1068237
21653,11.76226,6.679442,0.1177824,5.437251,0.2744993,0.1177824
21655,11.8859,6.717625,0.1404788,5.437773,0.2888122,0.1404788
21657,12.00423,6.739736,0.1430794,5.394332,0.3161135,0.1430794
21659,12.10793,6.741613,0.1431053,5.42649,0.3080542,0.1431053
21661,12.36763,6.698472,0.1433021,5.416788,0.2511913,0.1433021
21663,12.43424,6.688539,0.1432061,5.220278,0.2619945,0.1432061
21665,12.50227,6.692783,0.1427558,5.220328,0.2798155,0.1427558
21667,12.56884,6.728129,0.1421101,5.189582,0.2984648,0.1421101
21669,12.63077,6.729621,0.118941,5.194654,0.2885503,0.118941
21671,12.69687,6.69706,9.76E-02,5.216685,0.2765425,0.09758916
21673,12.76806,6.65223,9.07E-02,5.249715,0.2873882,0.09074123
21675,12.85935,6.547111,8.39E-02,5.354359,0.2872999,0.08391185
21677,12.99987,6.496353,0.0771451,5.359246,0.2913262,0.0771451
21679,13.06617,6.49892,7.13E-02,5.38028,0.2999237,0.07132782
21681,13.19843,6.55054,6.53E-02,5.422292,0.3247361,0.06525635
21683,13.30161,6.726294,5.89E-02,5.498737,0.3636307,0.05890481
21685,13.44071,6.963438,5.27E-02,5.607293,0.4438207,0.05272062
21687,13.38455,6.877739,0.0502949,5.648943,0.4453499,0.0502949
21689,13.32094,6.901551,4.92E-02,5.589555,0.4421218,0.04922522
21691,13.19667,6.917284,4.98E-02,5.552127,0.434361,0.04979591
21693,12.97071,6.959172,4.94E-02,5.518248,0.4316276,0.04937797
21695,12.81919,6.994576,4.94E-02,5.484667,0.4299281,0.04943386
21697,12.69963,7.018429,0.0507314,5.529201,0.4306498,0.0507314
21699,12.62213,6.934828,5.21E-02,5.703519,0.4311626,0.05213493
21701,12.55334,6.886722,5.24E-02,5.673535,0.4222366,0.05241515
21703,12.49792,6.89214,5.26E-02,5.64241,0.4110297,0.05257765
21705,12.47582,6.89835,5.29E-02,5.647395,0.412744,0.05285067
21707,12.40386,6.898525,5.54E-02,5.658652,0.3678297,0.05544041
21709,12.30298,6.907958,6.00E-02,5.555934,0.3619289,0.06003161
21711,12.21689,6.905583,6.18E-02,5.554782,0.3655411,0.06181862
21713,12.14584,6.903374,6.33E-02,5.575646,0.3814635,0.06333981
21715,12.07554,6.904776,6.51E-02,5.551461,0.3645555,0.06505364
21717,12.10229,6.903496,6.75E-02,5.607846,0.3782313,0.06747888
21719,12.12379,6.899133,0.0703362,5.612438,0.3352365,0.0703362
21721,12.13903,7.283624,6.05E-02,5.638704,0.3057066,0.06046569
21723,12.16612,7.360308,6.17E-02,5.724463,0.3082204,0.06170046
21725,12.18047,7.34112,6.35E-02,5.659856,0.3106793,0.06345966
21727,12.19907,7.316051,6.57E-02,5.659453,0.3130583,0.06573234
21729,12.26229,7.465917,6.92E-02,5.685457,0.3281143,0.06916618
21731,12.36216,7.813926,0.0732851,5.706218,0.396982,0.0732851
21733,12.4436,8.010773,7.61E-02,5.731088,0.4741247,0.07608666
21735,12.49841,8.030846,7.80E-02,5.764319,0.4896306,0.07799594
21737,12.65921,8.038333,7.95E-02,5.792423,0.5001927,0.07950243
21739,12.78753,8.045132,8.10E-02,5.792226,0.5093279,0.08100975
21741,13.00541,8.05087,8.25E-02,5.816146,0.5193094,0.08251706
21743,13.15085,8.226055,8.40E-02,5.812323,0.5255626,0.08397646
21745,13.29198,8.492232,8.55E-02,5.985824,0.5391071,0.08545734
21747,13.35128,8.71077,8.69E-02,6.072419,0.539955,0.08689161
21749,13.41378,8.795862,8.83E-02,6.136279,0.5401892,0.08831183
21751,13.78276,8.892277,0.0898807,6.298388,0.5404234,0.0898807
21753,14.03019,8.986379,9.84E-02,6.418801,0.5406576,0.09835525
21755,14.11508,9.015773,0.1082924,6.454032,0.543053,0.1082924
21757,14.16371,8.996395,0.1092568,6.431023,0.5434509,0.1092568
21759,14.22551,8.974137,0.1102212,6.411263,0.549616,0.1102212
21761,14.31838,8.942824,0.1296365,6.367436,0.5478517,0.1296365
21763,14.39698,8.904315,0.1282772,6.305561,0.5445516,0.1282772
21765,14.50493,8.874104,0.1269178,6.256261,0.5453665,0.1269178
21767,14.62146,8.836466,0.1253782,6.184917,0.548846,0.1253782
21769,14.74658,8.7914,0.1236585,6.091528,0.5691097,0.1236585
21771,14.87104,8.755069,0.1219387,6.034516,0.6251882,0.1219387
21773,14.94672,8.681963,0.1218193,6.051228,0.6199846,0.1218193
21775,14.9801,8.585765,0.1236706,6.075153,0.614794,0.1236706
21777,15.13224,8.492511,0.1256816,6.105432,0.6338128,0.1256816
21779,15.19648,8.382689,0.1640946,6.202976,0.7002074,0.1640946
21781,15.25882,8.251485,0.388678,6.297992,0.7297242,0.388678
21783,15.22704,8.142885,0.5164787,6.33662,0.747257,0.5164787
21785,15.18614,8.132334,0.514648,6.355949,0.7699653,0.514648
21787,15.14033,8.115959,0.5128176,6.356759,0.7741322,0.5128176
21789,15.07422,8.098512,0.5113077,6.351557,0.7694971,0.5113077
21791,14.94776,8.081466,0.3470374,6.363197,0.7620785,0.3470374
21793,14.42493,8.054029,0.2813573,6.366362,0.7575098,0.2813573
